
# e groceteria,Food Service Establishment 1,Vancouver - City Centre,1308 Burrard St Vancouver BC V6Z 2B7 Canada,(604) 559-6863,/Facility/Details/db951079-e67c-45ee-b239-55519e6ba4d8
#1 Orchard,Retail Food Store,Vancouver - City Centre,1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 728-5449,/Facility/Details/29e9ebcd-7cbd-4fd5-8c57-d5f613627819
#9 Restaurant,Food Service Establishment 1,Richmond,812-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 278-7700,/Facility/Details/6aa4eb7d-17ac-4956-bfc6-bd54a5999724
Mix-2 Karaoke,Food Service Establishment 1,Richmond,130-8400 Alexandra Road Richmond BC V6X 3L4 Canada,(604) 821-1800,/Facility/Details/4a8e83bb-7d49-4488-b331-fae1789f536a
Mixers and Elixers Cocktail Essentials,Processor,Vancouver - Downtown Eastside,477 Powell St Vancouver BC V6A 1G7 Canada,(604) 477-0477,/Facility/Details/b7db2bd1-d373-429b-935c-d79409764c1a
Mixology Canada Inc.,Non-processor,Richmond,148-14488 Knox Way Richmond BC V6V 2Z5 Canada,604-273-5774,/Facility/Details/409cb185-c280-4b9f-99ea-131806e2972c
Miyako Sushi,Food Service Establishment 1,Vancouver - Downtown Eastside,2341 Hastings St E Vancouver BC V5L 1V6 Canada,(604) 225-9411,/Facility/Details/3e22ac1b-4d19-4b8d-ae57-b50bf39ae0ac
Miyamae Sushi,Food Service Establishment 1,Vancouver - Westside,#B2-5728 University Vancouver BC V6T 1K6 Canada,(604) 563-5888,/Facility/Details/fb7901e8-3b85-4e8f-812a-91c44e4f8671
MJ's Natural Pharmacy Ltd,Non-processor,Vancouver - South,6255 Victoria Vancouver BC V5P 3X5 Canada,604-323-1293,/Facility/Details/2541f8b8-7c24-47db-98eb-a1f04f87884b
MK Chop Chop BBQ House,Food Service Establishment 1,Vancouver - South,5755 Victoria Dr Vancouver BC V5P 3W5 Canada,(604) 428-4348,/Facility/Details/5250fc26-58c9-4add-a9a6-940bf399a842
ML - Amato Gelato,Food Service Establishment 1,Vancouver - Midtown,88 E 1st Ave Vancouver BC V5T 1A1 Canada,,/Facility/Details/17c4e43f-850a-41fc-80e6-26816b06996e
ML - Villa Amato,Food Service Establishment 1,Vancouver - Midtown,88 E 1st Ave Vancouver BC V5T 1A1 Canada,(604) 879-9411,/Facility/Details/dcf6d193-c3d7-4383-af6e-07a9c3b09904
Mo Mo Sushi,Food Service Establishment 1,Vancouver - City Centre,#6-375 Water St Vancouver BC V6B 5C6 Canada,(604) 683-7623,/Facility/Details/1006f82a-fffc-4b92-893e-1d1137da8aa3
Mobile Food Premises - Commissary,Processor,Vancouver - Downtown Eastside,547 E Hastings St Vancouver BC V6A 1P9 Canada,(778) 688-3766,/Facility/Details/bfbca65e-da08-43c4-97d4-27187c9d29a2
Mobile Viennoiserie,Mobile Food Service (Type 3),Richmond,190-2188 No. 5 Road Richmond BC V6X 2T9 Canada,(778) 689-7027,/Facility/Details/191962f9-1426-4c24-8b2e-249c5ba3a901
Modern City Chinese Restaurant,Food Service Establishment 1,Vancouver - Westside,2106 W 41st Ave Vancouver BC V6M 1Z2 Canada,604-558-3848,/Facility/Details/93ed2670-c16a-49fa-8cdd-299944c54422
Moderne Burger,Food Service Establishment 1,Vancouver - Westside,2507 W Broadway Vancouver BC V6K 2E9 Canada,(604) 739-0005,/Facility/Details/ddd6181e-c53c-4831-9dbf-07804006b307
Moe Joe's Nightclub,Food Service Establishment 1,Whistler,4115 Golfer's Approach Whistler BC V0N 1B4 Canada,(604) 935-1133,/Facility/Details/41a49421-6014-4a1c-a81a-55c08581e083
Moet's Convenience Store,Retail Food Store,Vancouver - Downtown Eastside,2085 Dundas Vancouver BC V5L 1J5 Canada,,/Facility/Details/b87d4638-ceaf-4012-b4f4-9c2479facb92
Mogiana Coffee,Non-processor,Richmond,5-11711 No. 5 Road Richmond BC V7A 4E8 Canada,(604) 272-1132,/Facility/Details/fc0290bb-2135-4bd6-a302-a7e5b21a17dc
Mogu,Mobile Food Service (Type 3),Vancouver - Downtown Eastside,1814 Triumph Vancouver BC V5L 1K3 Canada,604-375-4822,/Facility/Details/e4d98182-1065-406e-9696-182b166088d8
Moguls Coffee House Inc.,Food Service Establishment 1,Whistler,202-4208 Village Square Whistler BC V0N 1B4 Canada,(604) 932-4845,/Facility/Details/a1f1ac82-7578-4742-9fe4-6ce51f1f7bfe
Mogul's Warehouse,Processor,Whistler,13-1005 Alpha Lake Rd Whistler BC V0N 1B1 Canada,(604) 907-2191,/Facility/Details/768ce520-688a-4ed8-b9a3-802696c33e2c
Moii Cafe,Food Service Establishment 1,Vancouver - City Centre,505 W Pender St Vancouver BC V6B 1V5 Canada,(604) 428-5578,/Facility/Details/2f1e9854-6ae3-4fe1-96a2-e2610d89a5ce
Moii Cafe,Food Service Establishment 1,Vancouver - City Centre,2559 Cambie St Vancouver BC V5Z 3Y6 Canada,(778) 384-0000,/Facility/Details/c71c76ac-c15f-483e-bf18-2ab9fa437b49
Moja Coffee,Food Service Establishment 1,Vancouver - Downtown Eastside,1102 Commercial Dr Vancouver BC V5L 3X2 Canada,(604) 879-6652,/Facility/Details/8cef3563-d3f0-4f56-bc08-f0e25ed91c41
Moja Coffee - Coffee Roasting Plant,Processor,District of North Vancouver,1412 Rupert St North Vancouver BC V7J 1E9 Canada,(604) 983-6652,/Facility/Details/78028db0-4711-4de8-b2bf-58f87fcaf55f
Moja Coffee Cafe,Food Service Establishment 1,District of North Vancouver,1412 Rupert Street North Vancouver BC V7J 1E9 Canada,604-983-6652,/Facility/Details/79a8bb60-899f-428a-a92b-70276437d2ed
Moki's Pizza,Food Service Establishment 1,Vancouver - Westside,5530 Dunbar St Vancouver BC V6N 1W6 Canada,(604) 263-4440,/Facility/Details/00204bb6-6569-4b5c-aded-9ec209aa1dff
Molli Cafe,Food Service Establishment 1,Vancouver - City Centre,1225 Burrard St Vancouver BC V6Z 1Z5 Canada,(604) 336-6554,/Facility/Details/4821acb1-b977-4c07-99fe-e0eb7e633b9f
Molly's Reach,Food Service Establishment 1,Gibsons,647 School Road Gibsons BC Canada,(604) 886-9710,/Facility/Details/c24ebacc-5fea-4add-9e60-6350200feee3
Momento Coffee Shop,Food Service Establishment 1,Vancouver - Midtown,#120-577 Great Northern Way Vancouver BC V5T 1E1 Canada,(604) 727-6227,/Facility/Details/1e842c52-74d8-4f95-b981-724d56a47576
Momiji Japanese Cuisine,Food Service Establishment 1,District of North Vancouver,3720 Mount Seymour Parkway North Vancouver BC V7G 1C3 Canada,604-929-0990,/Facility/Details/8b0a38bb-d68c-49a7-aeba-01b2944c2826
Momo Sushi,Food Service Establishment 1,Vancouver - City Centre,1230 Robson Vancouver BC V6E 1C1 Canada,604-563-2022,/Facility/Details/1b2c02b3-7495-42f9-b41c-f6605fe642e9
Mom's Grilled Cheese Truck,Mobile Food Service (Type 3),Vancouver - Midtown,419 Industrial Ave Vancouver BC V6A 2P8 Canada,(604) 767-9768,/Facility/Details/07ecb1a5-6351-4e76-bfa9-2a1bf6f6aedd
Monarch Bakery,Processor,City of North Vancouver,1823 Lonsdale Avenue North Vancouver BC Canada,,/Facility/Details/bbbf3e62-9cb6-4961-9dab-3093bb7700f0
Money Barbeque & Produce,Food Service Establishment 1,Vancouver - South,6457 Fraser St Vancouver BC V5W 3A6 Canada,(604) 321-3899,/Facility/Details/51e45a74-7ea4-492a-a547-05462e91dd6e
Money Foods Enterprises Ltd,Food Service Establishment 1,Vancouver - Downtown Eastside,595 Gore Ave Vancouver BC V6A 2Z6 Canada,(604) 685-3632,/Facility/Details/300f016c-a1c1-461f-a05c-6ce3dc65dde2
Mongolian Hot Pot,Food Service Establishment 1,Vancouver - City Centre,#101-1788 W Broadway Vancouver BC V6J 1Y1 Canada,(604) 563-4868,/Facility/Details/15aa8d50-580e-4fc0-bbb7-a0519635f142
Mongolian Hot Pot,Food Service Establishment 1,Richmond,405-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 231-8966,/Facility/Details/a8ffb5ec-82b2-4506-90d4-d7d12e1b6d9e
Mongolie Grill,Food Service Establishment 1,Whistler,201-4295 Blackcomb Way Whistler BC V0N 1B4 Canada,(604) 938-9416,/Facility/Details/3ae319a1-ab08-414d-b73f-b52f83499fea
Monk's Grill,Food Service Establishment 1,Richmond,B3342.0-3880 Grant McConachie Way Richmond BC V7B 1X8 Canada,(604) 278-2755,/Facility/Details/1200b0c5-9e8b-4bcc-89aa-45ff21491181
Montgomery's Fish And Chips,Food Service Establishment 1,City of North Vancouver,143-123 Carrie Cates Court North Vancouver BC V7M 3K7 Canada,604-929-8416,/Facility/Details/625b1e8b-fae5-48c5-ad1b-0b01eee2da29
Moon Sushi,Food Service Establishment 1,Vancouver - Westside,4385 Dunbar St Vancouver BC V6S 2G2 Canada,(604) 221-7874,/Facility/Details/f8325f85-258d-4c1f-a49d-08473e7c9677
Moonpennies,Food Service Establishment 1,Vancouver - City Centre,1102 W Pender St Vancouver BC V6E 4J6 Canada,(604) 669-6092,/Facility/Details/74618630-cdf0-47bf-960a-337e61541d5c
Moore's Bakery,Food Service Establishment 1,Vancouver - Westside,2128 W 41st Ave Vancouver BC V6N 1Z1 Canada,(604) 261-2922,/Facility/Details/df384625-59d4-4018-b713-ce24241e10dc
Moose n' Eddies,Food Service Establishment 1,Powell River,90-7100 Alberni St Powell River BC V8A 5K9 Canada,,/Facility/Details/efecd829-3fa7-45ad-bfee-2dd7f19571ae
Moose's Down Under,Food Service Establishment 1,Vancouver - City Centre,830 Pender W Vancouver BC V6C 1J8 Canada,604-683-3300,/Facility/Details/5b2ba502-2af6-46c4-85ea-16f20816cce0
Mooyah Burgers Fries & Shakes,Food Service Establishment 1,District of North Vancouver,1431 Marine Drive North Vancouver BC V7P 1T5 Canada,604-971-4611,/Facility/Details/46ef681d-4458-44e3-83e4-ab18082a0935
Morals Village Hotpot Restaurant,Food Service Establishment 1,Richmond,1200-4540 No. 3 Road Richmond BC V6X 4E4 Canada,(778) 237-3737,/Facility/Details/ce949768-4cdc-4641-86cf-b8bf96df421f
More Cafe,Food Service Establishment 1,Gibsons,1057 Gibsons Way Gibsons BC V0N 1V4 Canada,(604) 886-9106,/Facility/Details/dd462922-7ccd-42b5-8df0-ceafe28fb356
More Cafe,Food Service Establishment 1,Richmond,1510-4380 No. 3 Road Richmond BC V6X 3V7 Canada,(604) 270-2622,/Facility/Details/8a548787-8aae-4926-9aeb-43c49f97f7af
More Cafe & Bakeshop at Trading Post,Food Service Establishment 1,Gibsons,#1-292 Gower Pt Rd Gibsons BC V0N 1V0 Canada,(604) 886-9106,/Facility/Details/65c9feef-7796-450a-9a6c-194e5f4ae406
More Than a Roof - Karis Place,Food Service Establishment 1,Vancouver - City Centre,#101-1338 Seymour St Vancouver BC V6B 0K1 Canada,(604) 681-3154,/Facility/Details/ce652149-24d7-43ad-b7a5-23118a7dc685
Morning Shanghai Restaurant Ltd.,Food Service Establishment 1,Richmond,125-8291 Alexandra Road Richmond BC V6X 1C3 Canada,(778) 297-6098,/Facility/Details/b5f1c5b8-be95-4d6f-ae07-54db4faa319a
Morning Star Bubble Tea,Food Service Establishment 1,City of North Vancouver,104-998 Harbourside Drive North Vancouver BC V7P 3T2 Canada,604-988-2512,/Facility/Details/43aab288-b3c3-4d80-8f10-48ed189b7f8a
Morten's Mobile Catering Ltd. dba Tangerine Catering,Mobile Food Service (Type 3),Richmond,2611 Viscount Way Richmond BC V6V 2G8 Canada,(604) 278-8884,/Facility/Details/b378d3af-b2ae-44d4-bded-e9149bc937d5
Morten's Mobile Catering Ltd. dba Tangerine Catering #2,Mobile Food Service (Type 3),Richmond,2611 Viscount Way Richmond BC V6V 2G8 Canada,,/Facility/Details/3bd3b7c2-da7a-4dbf-9083-eccfc3fbea19
Mo's Hot Dog Plus,Mobile Food Service (Type 3),Vancouver - City Centre,828 Howe St Vancouver BC V6Z 2X2 Canada,,/Facility/Details/6ec4d3e2-2510-4f84-8737-6aead1a8765b
Mosquito,Food Service Establishment 1,Vancouver - Downtown Eastside,32 Water St Vancouver BC V6B 1A4 Canada,(604) 398-3188,/Facility/Details/4ea3ebb7-144a-403e-9a61-fcc429b1cc37
Mother's Herbs & Vitamins,Food Service Establishment 1,City of North Vancouver,134 14th Street E North Vancouver BC V7L 2N4 Canada,604-988-4372,/Facility/Details/37d52d44-7732-4315-942d-05495d83301d
Motomachi Shokudo,Food Service Establishment 1,Vancouver - City Centre,740 Denman St Vancouver BC V6G 2L5 Canada,(604) 609-0310,/Facility/Details/ceb2e92e-27ab-4122-846a-b990c88b8452
Moulin Rouge Bar and Grill,Food Service Establishment 1,Vancouver - North East,#101-2828 E Hastings St Vancouver BC V5K 5C5 Canada,(604) 251-4141,/Facility/Details/cf6cc011-a04e-42f1-a8e0-28b83a879b92
Mount Currie Coffee Company,Food Service Establishment 1,Mount Currie,2-7331 Arbutus Street Pemberton BC V0N 2K0 Canada,(604) 902-4003,/Facility/Details/e4049b9a-fe1d-4dcc-ac2c-51c0ff960ee2
Mount Currie Coffee Company - Whistler Location,Food Service Establishment 1,Whistler,103-4369 Main Street Whistler BC V0N1B4 Canada,(604) 902-4003,/Facility/Details/ebbe47c9-38d7-4912-a88b-96061eba8898
Mount Elphinstone Masonic Lodge,Food Service Establishment 1,Roberts Creek,1314 Roberts Creek Rd Roberts Creek BC V0N 2W2 Canada,(604) 740-5900,/Facility/Details/279031b6-b243-4ae0-b950-913f5d4bcb86
Mount Pleasant Child Care Centre - KITCHEN,Food Service Establishment 2,Vancouver - Midtown,960 E 7th Ave Vancouver BC V5T 1P6 Canada,604-718-5844,/Facility/Details/f219321a-ec91-4d2e-95c0-79a0da93cac0
Mount Pleasant Community Centre - Kitchen,Food Service Establishment 1,Vancouver - Midtown,1 Kingsway Vancouver BC V5T 3H7 Canada,604-257-3080,/Facility/Details/a851262b-07f5-43b0-91d9-8938daa3d422
Mount Pleasant Neighbourhood House,Food Service Establishment 1,Vancouver - Midtown,800 E Broadway Vancouver BC V5T 1Y1 Canada,(604) 879-8208,/Facility/Details/bc542d25-0b0c-456f-ba8b-ce8d2c220847
Mount Royal Bagel Factory,Food Service Establishment 1,City of North Vancouver,701 Queensbury Ave North Vancouver BC V7L 3V9 Canada,604-904-1116,/Facility/Details/71b13bca-202a-4755-ba23-69e36122be87
Mount Seymour Husky,Retail Food Store,District of North Vancouver,140-3662 Mount Seymour Parkway North Vancouver BC V7H 2Y5 Canada,604-924-1695,/Facility/Details/8618675d-ae33-43ab-b6eb-462f6046518d
Mount Seymour Parkway Gas Bar,Retail Food Store,District of North Vancouver,333 Seymour Boulevard North Vancouver BC V7J 2J4 Canada,604-904-9384,/Facility/Details/50c42a08-9b72-43d1-9b0c-3c7c7b05a62f
Mount Seymour Resorts Enquist Lodge,Food Service Establishment 1,District of North Vancouver,1700 Mount Seymour Road North Vancouver BC V7G 1L3 Canada,604-986-2261,/Facility/Details/404e1d2e-1600-4a4d-a5e7-6e464c1430ed
Mount Seymour Resorts Three Peaks Lodge,Food Service Establishment 1,District of North Vancouver,1700 Mount Seymour Road North Vancouver BC V7G 1L3 Canada,(604) 986-2261 x 237,/Facility/Details/c0f9bf26-b740-4fa4-ba9a-24be3c24e7ca
Mount Seymour Trading Post,Retail Food Store,District of North Vancouver,1700 Mt Seymour Rd North Vancouver BC V7G 1L3 Canada,(604) 986-2261,/Facility/Details/096cde11-516e-4d0a-b117-eef34f43719f
Mount Seymour United Church Community Kitchen,Food Service Establishment 1,District of North Vancouver,1200 Parkgate North Vancouver BC V7H 2X9 Canada,(604) 929-1336,/Facility/Details/1b423cff-a8df-4a0e-ab0b-d6905a80b775
Mountain Highway Esso,Retail Food Store,District of North Vancouver,2747 Mountain Highway North Vancouver BC V7J 2N7 Canada,,/Facility/Details/7a076a29-1c6c-4960-9696-938761ed6a69
Mountain Market,Retail Food Store,District of North Vancouver,3620 Mountain Highway North Vancouver BC V7K 2H6 Canada,980-2721,/Facility/Details/5e6c76fe-3957-462b-8bf9-0d1cfbac3f20
Mountain Squeeze,Mobile Food Service (Type 2),Squamish,38120 Cleveland Ave Squamish BC V8B 0N9 Canada,(778) 241-3822,/Facility/Details/3ec6bca9-92fd-4e71-a961-4d1b5502aea0
Mountain Top Cafe and Bakery,Processor,City of North Vancouver,103-1124 Lonsdale Ave North Vancouver BC V7M 2H1 Canada,604-960-9605,/Facility/Details/ba672725-050b-416d-84f5-554529d7c075
Mountain Top Cafe and Bakery,Food Service Establishment 1,City of North Vancouver,103-1124 Lonsdale Ave North Vancouver BC V7M 2H1 Canada,(604) 960-9605,/Facility/Details/99156d15-4e0c-4372-90df-e8afae980c12
Mountain Valley Organics,Processor,Hagensborg,1926 Highway 20 Hagensborg BC V0T 1H0 Canada,250-982-2240,/Facility/Details/b3c58e5e-3a9a-461a-94e1-6f30f4bb0353
Mountain Woman Seafood,Food Service Establishment 1,Britannia Beach,Hwy 99 Britannia Beach BC V0N 1J0 Canada,(604) 896-2459,/Facility/Details/60cbc73a-bb74-4aad-9dc6-4037b3682c23
Mountainside Secondary School,Food Service Establishment 1,District of North Vancouver,3365 Mahon Avenue North Vancouver BC V7N 3T7 Canada,604-903-3333,/Facility/Details/d8e607dd-d081-4696-a54f-f4ef5229d85a
Moutai Plus Restaurant,Food Service Establishment 1,Richmond,8101 Park Road Richmond BC V6Y 1S8 Canada,(604) 233-6981,/Facility/Details/9b1147ba-a898-4258-b42b-be64b5ed7110
Movie Xpress,Retail Food Store,District of North Vancouver,760 Westview Drive North Vancouver BC V7M 3X4 Canada,604-904-2208,/Facility/Details/aac87443-bc90-40d0-8019-5ab1d4a3894a
Moxies Restaurant,Food Service Establishment 1,Richmond,3233 St. Edwards Drive Richmond BC V6X 3K4 Canada,(604) 303-1111,/Facility/Details/578730e0-1af5-49d9-acb9-11ca5caa4a96
Moxies Restaurants - Davie,Food Service Establishment 1,Vancouver - City Centre,#110-1160 Davie St Vancouver BC V6E 1N1 Canada,(604) 678-8043,/Facility/Details/4ee39f9e-5944-4c7a-8991-006a90e89df0
Moxies Restaurants - West Georgia,Food Service Establishment 1,Vancouver - Downtown Eastside,180 W Georgia St Vancouver BC V6B 4P4 Canada,(604) 684-8434,/Facility/Details/ed7f9543-1687-4f4f-b76e-d955b02110e5
MPA Resource Centre,Food Service Establishment 1,Vancouver - City Centre,2275 Fir St Vancouver BC V6J 3B6 Canada,(604) 482-3711,/Facility/Details/a74c4a77-cdc2-4fe9-ba26-5bd24552a21d
Mr Ginger,Retail Food Store,Richmond,816-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 233-6678,/Facility/Details/94036320-26be-11d6-9911-00a0c9e65782
Mr Greek Donair Town,Food Service Establishment 1,Vancouver - City Centre,1173 Granville St Vancouver BC V6Z 1M1 Canada,(604) 909-9494,/Facility/Details/51657a9a-b387-477d-accd-09bcdd74642c
Mr Mustache Tea Shop,Food Service Establishment 1,Vancouver - South,8079 Granville St Vancouver BC V6P 4Z5 Canada,,/Facility/Details/720a6723-4e8e-4800-b3e0-fbc207261c81
Mr Sub,Food Service Establishment 1,Vancouver - North East,2885 E Broadway Vancouver BC V5M 1Y9 Canada,(604) 251-1615,/Facility/Details/ceec36e2-a65d-4d67-8896-315ed7c87d94
Mr. Arancino Sicilian Risotto Balls,Mobile Food Service (Type 3),Vancouver - Downtown Eastside,1273 Clark Dr Vancouver BC V5L 3K6 Canada,(778) 995-4788,/Facility/Details/d2e901c2-a8e6-467d-b615-0dba8c9272b6
Mr. Camaron,Mobile Food Service (Type 3),Vancouver - Downtown Eastside,#107-1356 Frances St Vancouver BC V5L 1Y9 Canada,(604) 600-6519,/Facility/Details/6a2525f1-a269-46a9-b002-13ce9db935e4
Mr. Pan Pizza & Curry House,Food Service Establishment 1,Vancouver - North East,5082 Joyce St Vancouver BC V5R 4G6 Canada,(778) 891-4543,/Facility/Details/29782b53-abf8-4b61-aa52-c2e91d98b679
Mr. Red Cafe,Food Service Establishment 1,Vancouver - Downtown Eastside,2234 E Hastings St Vancouver BC V5L 1V4 Canada,(604) 710-9515,/Facility/Details/04f9700d-5a42-472c-8770-4b85ef7968b4
Mr. Red Cafe Inc.,Food Service Establishment 1,Vancouver - Westside,2680 W Broadway Vancouver BC V6K 2G3 Canada,(604) 559-6878,/Facility/Details/59190a57-ae09-4c04-9625-268c35af27c0
Mr. Shawarma - Commissary,Processor,Vancouver - North East,104-1305 Frances Vancouver BC Canada,604-710-5027,/Facility/Details/69b3a7fd-cdc4-4312-a344-ec1bbd4dc687
Mr. Shawarma Trailer,Mobile Food Service (Type 3),Vancouver - Downtown Eastside,#104-1305 Frances St Vancouver BC V5L 1Z1 Canada,(604) 710-5027,/Facility/Details/a124e4f0-0e4f-468b-abfb-eb8503cbd6b0
Mr. Shawarma Truck,Mobile Food Service (Type 3),Vancouver - Downtown Eastside,#104-1305 Frances St Vancouver BC V5L 1Z1 Canada,(604) 710-5027,/Facility/Details/d348d19e-d183-4389-98de-c6fa2d951980
Mr. Sushi Japanese Restaurant,Food Service Establishment 1,District of North Vancouver,1250A Lynn Valley Road North Vancouver BC V7J 2A3 Canada,604-988-8657,/Facility/Details/71ea23f4-c2c4-459d-8a89-342228fbd757
Mt. Fuji Japanese Restaurant,Food Service Establishment 1,Vancouver - South,#106-2607 E 49th Ave Vancouver BC V5S 1J9 Canada,(604) 569-1630,/Facility/Details/106f7c4c-e677-46ec-a831-363920fe63e9
Mucho Burrito,Food Service Establishment 1,Vancouver - City Centre,#20-601 W Broadway Vancouver BC V5Z 4C2 Canada,(604) 569-3002,/Facility/Details/116202aa-863a-41cb-8532-31b6dfeea2f9
Mucho Burrito,Food Service Establishment 1,Vancouver - City Centre,988 Davie St Vancouver BC V6Z 1B8 Canada,(604) 669-6666,/Facility/Details/58ab92fa-a885-4027-a761-8d53439bfe06
Muffin Break,Food Service Establishment 1,Vancouver - Westside,#200-2083 Alma St Vancouver BC V6R 4N6 Canada,(604) 222-2284,/Facility/Details/ff5bd720-9bb1-11d3-baa8-005004ae1145
Muffin Delight,Food Service Establishment 1,City of North Vancouver,114A-123 Carrie Cates North Vancouver BC V7M 3K7 Canada,(778) 968-0213,/Facility/Details/f5d8f733-dfa5-4872-a462-b74dc67d74e5
Muffin Granny,Food Service Establishment 1,Vancouver - City Centre,Box 115-1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 684-3821,/Facility/Details/c94a6fe2-3426-4927-8e39-f122db688b8b
Mui Garden Restaurant,Food Service Establishment 1,Richmond,160-5960 Minoru Boulevard Richmond BC V6X 3J3 Canada,(604) 303-7977,/Facility/Details/ee7f5e36-b1f7-49e4-bd51-17e2a31861fa
Mui Garden Restaurant,Food Service Establishment 1,Vancouver - South,5797 Victoria Dr Vancouver BC V5P 3W5 Canada,(604) 324-3665,/Facility/Details/84c50296-3c46-438b-8901-482d847e58fd
Mui Garden Restaurant,Food Service Establishment 1,Vancouver - Midtown,4265 Main Vancouver BC V5V 3P8 Canada,604-872-8232,/Facility/Details/8cdc67b9-c799-4b7f-8a39-62534c7d39f3
Mui Kee Chicken Pot,Food Service Establishment 1,Richmond,1120-8391 Alexandra Road Richmond BC V6X 3W5 Canada,(604) 307-4833,/Facility/Details/e2f5ade7-81f2-4e67-a91a-ab9c6a8b215b
Mui Ngo Gai,Food Service Establishment 1,Vancouver - Midtown,2052 Kingsway Vancouver BC V5N 2T3 Canada,604-876-8885,/Facility/Details/5bbf3433-ad6b-4a5d-88c2-092827aa3f63
Mulgrave School,Food Service Establishment 1,District of West Vancouver,2330 Cypress Lane West Vancouver BC V7S 3H9 Canada,604-922-3223,/Facility/Details/8f35b039-04bd-4081-bdba-588b3de977dc
